Start Date,Duration,city,suburb,city_suburb,count,mean_duration,median_duration,max_duration,11_15,120_,16_20,1_5,21_25,26_30,31_40,41_50,51_60,61_120,6_10,weekend
2020-07-31,1175297,2738,31667,8251,42656,27.552911665416353,17,6058,7911,1118,7040,3183,5899,3597,2814,1321,749,1604,7420,False
2020-08-01,1474593,3005,36479,9386,48870,30.17378759975445,20,4899,7929,1403,8191,2880,7176,4922,3885,1916,1205,2510,6853,True
2020-08-02,1308812,2399,32945,8107,43451,30.121562219511635,20,2766,7029,1326,7358,2554,6290,4438,3278,1664,1007,2432,6075,True
2020-08-03,835929,2214,26916,7183,36313,23.020102993418334,16,1655,7318,522,6254,3050,4811,2928,1933,922,556,1165,6854,False
2020-08-04,880542,2456,29710,8431,40597,21.68982929773136,16,1187,7911,470,7143,3400,5567,3353,2224,981,647,1280,7621,False
2020-08-05,1024876,2700,30753,8700,42153,24.313239864303846,17,9433,8489,684,7384,3338,5868,3494,2304,1062,662,1218,7650,False
2020-08-06,980598,2614,29523,8507,40644,24.126513138470624,16,7501,8051,673,7115,3239,5585,3261,2263,1034,604,1316,7503,False
2020-08-07,1139539,2622,31972,8155,42749,26.656506584949355,17,5574,8304,964,7307,3328,5816,3444,2617,1181,738,1498,7552,False
2020-08-08,1370100,2986,35122,8834,46942,29.18708193089344,19,4374,8081,1272,8083,2950,6663,4458,3442,1803,1045,2182,6963,True
2020-08-09,1302446,2476,33378,8173,44027,29.58289231607877,19,2782,7473,1340,7573,2644,6660,4119,3154,1626,1083,2306,6049,True
2020-08-10,927967,2381,29075,8020,39476,23.50711824906272,16,2193,7800,621,6894,3195,5339,3335,2175,934,660,1261,7262,False
2020-08-11,923715,2596,30703,8787,42086,21.948272584707503,16,1048,8425,594,7398,3406,5714,3505,2375,1050,607,1146,7866,False
2020-08-12,990816,2819,29593,9012,41424,23.918887601390498,16,9157,8064,584,7361,3447,5702,3210,2218,1031,617,1214,7976,False
2020-08-13,748918,2153,24386,7296,33835,22.134417023791933,15,4293,6958,424,5760,3092,4382,2423,1692,692,460,851,7101,False
2020-08-14,640672,1828,22008,6067,29903,21.425007524328663,15,6205,6141,330,5026,2986,3801,2068,1453,631,363,643,6461,False
2020-08-15,755356,1751,22615,6047,30413,24.83661592082333,17,5248,5707,496,5017,2492,4076,2556,1992,992,588,1141,5356,True
2020-08-16,870897,1954,24223,6097,32274,26.984476668525748,18,3394,5966,703,5455,2332,4498,2827,2093,988,656,1463,5293,True
2020-08-17,675142,2054,23023,6574,31651,21.330826830115953,15,2412,6619,354,5489,2886,4138,2245,1530,668,391,704,6627,False
2020-08-18,802854,2484,28035,8355,38874,20.652724185831147,16,1313,8030,420,6794,3417,5181,3004,1980,844,548,1009,7647,False
2020-08-19,385520,1373,14373,4692,20438,18.862902436637636,14,8680,4523,107,3404,2246,2412,1322,750,269,139,319,4947,False
2020-08-20,1046652,2770,30783,8806,42359,24.709081895228877,16,6773,8512,678,7242,3438,5835,3331,2293,1070,619,1318,8023,False
2020-08-21,768587,2379,25463,7239,35081,21.908925059148828,15,4376,7162,394,5893,3286,4526,2633,1781,747,460,928,7271,False
2020-08-22,1177085,2798,32774,8413,43985,26.761054905081277,18,5166,7806,880,7415,3077,6323,4037,3223,1567,982,1910,6765,True
2020-08-23,1019075,2261,27453,7032,36746,27.732950525227235,18,3346,6298,862,5931,2703,5181,3331,2563,1350,814,1807,5906,True
2020-08-24,646278,2278,22347,6593,31218,20.70209494522391,15,1615,6381,337,5159,3142,3929,2188,1539,660,384,762,6737,False
2020-08-25,484005,1878,19220,5623,26721,18.11328168855956,14,1134,5622,136,4561,2949,3227,1730,1139,471,273,533,6080,False
2020-08-26,905593,2610,29489,8563,40662,22.2712360434804,16,8240,8221,468,7078,3575,5433,3151,2113,916,608,1068,8031,False
2020-08-27,456487,1498,16847,5152,23497,19.42745882453079,14,5355,4877,201,3965,2673,2761,1552,954,401,230,421,5462,False
2020-08-28,562993,1928,19861,5579,27368,20.571214557147034,14,4956,5802,274,4478,3052,3202,1856,1222,534,288,583,6077,False
2020-08-29,720654,1830,21028,5802,28660,25.144940683879973,16,4403,5486,449,4662,2527,3770,2301,1647,870,490,1055,5403,True
2020-08-30,1021816,2469,25820,6434,34723,29.427641620827693,19,3348,5865,900,5619,2390,5023,3198,2487,1297,777,1947,5220,True
2020-08-31,1053631,2680,29175,7438,39293,26.814725269131905,18,2484,6715,889,6593,2897,5593,3583,2640,1476,861,1871,6175,False
2020-09-01,746978,2369,25889,7605,35863,20.82865348688063,16,791,7385,461,6064,3363,4576,2784,1794,852,507,913,7164,False
2020-09-02,673618,2101,22344,6924,31369,21.47400299658899,15,9073,6732,354,5305,3175,3838,2140,1336,586,347,707,6849,False
2020-09-03,788141,2027,21652,6773,30452,25.88141993957704,14,7556,6593,283,5169,3129,3610,2049,1281,544,340,601,6853,False
2020-09-04,758051,2375,25653,7521,35549,21.32411600888914,15,5558,7532,396,6047,3342,4412,2607,1691,728,425,797,7572,False
2020-09-05,1146546,2527,31408,8111,42046,27.26884840412881,18,4304,7475,928,7146,3197,5957,3804,2921,1278,895,1756,6689,True
2020-09-06,1083780,2315,29756,7353,39424,27.4903612012987,18,3761,6914,902,6527,2826,5523,3665,2734,1377,905,1874,6177,True
2020-09-07,646501,2104,23105,7285,32494,19.896011571367023,15,2064,7056,269,5704,3042,3979,2397,1501,690,297,698,6861,False
2020-09-08,732686,2370,27001,8398,37769,19.39913685827001,15,1144,8087,290,6653,3402,4761,2766,1819,766,424,749,8052,False
2020-09-09,813277,2424,27513,9025,38962,20.87359478466198,15,6758,8290,348,6756,3655,4984,2843,1906,754,397,699,8330,False
2020-09-10,824900,2478,28316,9013,39807,20.722485994925517,15,7211,8488,351,6994,3459,5198,2938,1895,805,392,801,8486,False
2020-09-11,772174,2526,27223,8159,37908,20.36968449931413,15,4675,7999,394,6469,3739,4729,2617,1766,756,383,812,8244,False
2020-09-12,1275271,2906,34914,9111,46931,27.17331827576655,18,4690,8412,959,7817,3405,6573,4204,3336,1590,933,2002,7700,True
2020-09-13,1366537,2511,35670,8272,46453,29.417626418100014,19,3251,7671,1390,7645,3135,6742,4453,3407,1751,1144,2416,6699,True
2020-09-14,669883,1931,22089,6717,30737,21.794026743013305,15,1930,6363,355,5270,2922,3925,2162,1595,701,329,714,6401,False
2020-09-15,882696,2777,30246,9697,42720,20.6623595505618,16,873,9032,469,7619,3542,5494,3193,2378,911,516,990,8576,False
2020-09-16,941470,2754,30260,9780,42794,22.00004673552367,15,7104,8860,461,7536,3789,5480,3289,2282,887,441,853,8916,False
2020-09-17,878089,2826,29300,9362,41488,21.164891052834555,15,7136,8971,383,7206,3975,5240,2955,2097,820,401,816,8624,False
2020-09-18,914859,2780,29825,8992,41597,21.993388946318245,15,5999,8767,418,6982,3801,5312,3040,2143,833,519,905,8877,False
2020-09-19,1456933,3075,37996,9954,51025,28.553317001469868,19,4600,9052,1279,8566,3378,7209,4795,3707,1856,1160,2259,7764,True
2020-09-20,1369303,2583,35956,8571,47110,29.06607938866483,19,4089,7953,1300,7653,3089,6941,4390,3505,1641,1161,2436,7041,True
2020-09-21,789642,2488,27239,8572,38299,20.617822919658476,15,1550,8231,374,6730,3505,4817,2803,1862,760,416,821,7980,False
2020-09-22,891701,3204,31695,10381,45280,19.69304328621908,15,1056,9512,375,8018,4103,5959,3318,2202,912,521,998,9362,False
2020-09-23,577979,2180,20987,7167,30334,19.05383398167073,14,7383,6858,169,5327,3374,3479,1824,1083,400,178,294,7348,False
2020-09-24,614922,2133,22753,7717,32603,18.86090237094746,14,5979,7351,214,5598,3703,3852,1893,1219,473,242,420,7638,False
2020-09-25,603543,2221,21799,6429,30449,19.821439127721764,14,5476,6564,212,5094,3566,3442,1870,1249,463,266,532,7191,False
2020-09-26,776839,2207,25256,6408,33871,22.935224823595405,16,3191,6582,449,5661,3077,4281,2809,1968,897,582,1100,6465,True
2020-09-27,608219,1556,19828,4942,26326,23.10335789713591,16,3067,4967,371,4178,2531,3542,2079,1507,695,387,803,5266,True
2020-09-28,626814,2093,23432,7241,32766,19.13001281816517,14,1962,7213,262,5489,3425,4074,2071,1317,556,308,542,7509,False
2020-09-29,544536,2063,22426,7099,31588,17.238698239837912,14,686,6948,157,5461,3449,3752,2020,1275,433,235,417,7441,False
2020-09-30,471717,1855,18717,6311,26883,17.547037161031135,13,6979,6144,131,4430,3203,2991,1542,921,293,147,268,6813,False
2020-10-01,656040,2271,23851,7877,33999,19.2958616429895,14,6712,7558,210,5873,3543,4050,2183,1330,524,245,441,8042,False
2020-10-02,188885,874,8531,2639,12044,15.682912653603454,12,5597,2723,58,1749,1818,1063,575,320,129,55,83,3471,False
2020-10-03,477561,1466,15979,4151,21596,22.11340062974625,15,4349,4440,235,3423,2322,2529,1559,1070,498,264,553,4703,True
2020-10-04,158048,518,6544,1587,8649,18.27355763672101,12,2823,1783,89,1253,1331,756,417,290,120,70,164,2376,True
2020-10-05,446084,1711,18170,5502,25383,17.57412441397786,13,1749,5775,149,4128,3000,2745,1470,849,340,177,311,6439,False
2020-10-06,501989,2020,21254,6994,30268,16.58480903924937,13,764,6889,133,4969,3453,3562,1831,1088,394,187,290,7472,False
2020-10-07,637635,2178,23911,7729,33818,18.85489975752558,14,8716,7419,222,5854,3674,3901,2227,1283,508,318,460,7952,False
2020-10-08,508353,1975,20102,6763,28840,17.626664355062413,13,7105,6527,135,4852,3377,3209,1670,1015,377,176,319,7183,False
2020-10-09,545735,1991,20517,6520,29028,18.800296265674522,13,6070,6362,152,4811,3546,3210,1697,1096,442,184,434,7094,False
2020-10-10,804953,2348,24997,7006,34351,23.43317516229513,16,3813,6683,419,5656,3270,4261,2723,2043,986,515,1153,6642,True
2020-10-11,839310,1997,25295,6334,33626,24.960149884018318,17,3163,6223,555,5559,2787,4623,2788,2024,1008,739,1364,5956,True
2020-10-12,348365,1422,14708,4937,21067,16.536051644752458,13,1688,4844,88,3447,2591,2191,1129,664,256,118,164,5575,False
2020-10-13,316096,1393,14218,5047,20658,15.301384451544196,13,786,4852,50,3320,2690,2148,1105,608,218,110,174,5383,False
2020-10-14,530329,1912,20410,6915,29237,18.138967746348804,14,5939,6465,151,4980,3442,3322,1806,1098,384,213,357,7019,False
2020-10-15,514670,2019,20747,7011,29777,17.284145481411826,13,3753,6722,141,4991,3451,3478,1781,999,386,208,294,7326,False
2020-10-16,649910,2295,23650,7484,33429,19.441502886715128,14,6170,7166,256,5621,3676,4060,2103,1342,571,283,542,7809,False
2020-10-17,803254,2155,24688,6839,33682,23.848168161035566,16,4557,6352,466,5684,3241,4399,2753,1997,917,555,1209,6109,True
2020-10-18,775198,1748,23562,5802,31112,24.91636667523785,17,2859,5859,591,5127,2694,4364,2600,1886,908,542,1199,5342,True
2020-10-19,524397,1979,20306,6587,28872,18.162822111388195,14,1604,6179,200,4906,3383,3291,1774,1047,430,257,466,6939,False
2020-10-20,564323,2110,22686,7230,32026,17.620776868794106,14,1005,7133,185,5339,3534,3711,2055,1221,508,287,541,7512,False
2020-10-21,309452,1279,12264,4088,17631,17.551585275934432,12,8882,3804,87,2800,2419,1758,954,542,175,92,175,4825,False
2020-10-22,634903,2160,22063,7396,31619,20.079793794870174,14,7342,6998,242,5314,3617,3575,1911,1218,463,275,473,7533,False
2020-10-23,639189,2163,22812,6943,31918,20.025972805313618,14,6630,6841,261,5348,3595,3716,1982,1287,506,261,631,7490,False
2020-10-24,595679,1636,19064,5220,25920,22.98144290123457,15,4492,5032,291,4469,2655,3207,1832,1389,614,409,644,5378,True
2020-10-25,649326,1498,20328,5194,27020,24.031310140636567,17,3225,5076,406,4515,2416,3491,2166,1663,797,489,1016,4985,True
2020-10-26,576277,2072,20869,6260,29201,19.734837848018902,14,2003,6041,284,4823,3352,3433,1924,1171,548,339,667,6619,False
2020-10-27,343803,1489,14624,4987,21100,16.29398104265403,13,755,4583,82,3402,2765,2245,1170,706,248,138,305,5456,False
2020-10-28,512929,2055,18948,6396,27399,18.72071973429687,14,4955,5964,180,4515,3228,3101,1670,1025,412,244,420,6640,False
2020-10-29,398671,1569,14899,5246,21714,18.360090264345583,13,2490,4889,189,3427,2613,2371,1257,733,291,170,374,5400,False
2020-10-30,608624,2027,20677,6391,29095,20.918508334765423,14,5693,6110,325,4731,3281,3128,1868,1275,563,352,667,6795,False
2020-10-31,549176,1699,16728,4564,22991,23.886564307772606,15,4245,4627,321,3631,2606,2656,1511,1153,559,299,698,4930,True
2020-11-01,532833,1449,19111,4685,25245,21.106476530005942,15,2782,4976,224,4180,2428,3216,1945,1291,604,357,700,5324,True
2020-11-02,457253,1933,19103,6304,27340,16.724689100219457,13,2273,6165,117,4441,3489,3014,1517,893,358,150,337,6859,False
2020-11-03,447944,1976,19588,6534,28098,15.942202291978077,13,801,6300,90,4559,3499,3037,1556,981,332,166,290,7288,False
2020-11-04,700790,2575,25818,8130,36523,19.187635188785148,14,6711,8236,239,6202,4019,4157,2359,1471,569,251,563,8457,False
2020-11-05,397077,1226,14340,3965,19531,20.330602631713685,14,6955,4256,178,3235,2239,2236,1292,726,330,201,398,4440,False
2020-11-06,461619,1457,15828,4328,21613,21.358395410169805,15,5616,4405,261,3623,2382,2677,1502,920,392,266,575,4610,False
2020-11-07,1340775,2047,30463,7349,39859,33.637948769412176,21,4842,5960,1556,6250,2382,5913,3985,3178,1691,1205,2892,4847,True
2020-11-08,974274,1549,24136,5141,30826,31.60559268150263,20,3573,4736,1067,4959,1893,4530,3042,2294,1201,844,2189,4071,True
2020-11-09,428614,1275,14378,4066,19719,21.73609209391957,15,1848,4152,260,3351,2044,2408,1321,770,363,216,533,4301,False
2020-11-10,500821,1639,17695,5055,24389,20.534708270121776,15,741,4880,292,4244,2449,3088,1746,1109,500,312,751,5018,False
2020-11-11,532305,1590,16710,5099,23399,22.749049104662593,15,9514,4799,251,4026,2456,2941,1584,970,422,267,594,5089,False
2020-11-12,572019,1607,18678,5256,25541,22.39610821815904,15,7165,5164,340,4296,2561,3221,1918,1069,600,339,796,5237,False
2020-11-13,614519,1836,18404,5205,25445,24.150874435056004,15,5823,5078,412,4147,2546,3093,1889,1178,587,377,824,5314,False
2020-11-14,445604,987,11213,3021,15221,29.27560607056041,16,5279,2831,363,2440,1489,1938,1170,891,403,270,589,2837,True
2020-11-15,631016,1164,17325,3873,22362,28.218227349968696,19,2748,3695,494,3532,1696,3144,2064,1513,857,594,1421,3352,True
2020-11-16,376122,1193,13638,4066,18897,19.90379425305604,14,2358,3871,163,3142,2120,2324,1232,766,325,221,442,4291,False
2020-11-17,458600,1469,16637,5004,23110,19.844223279965384,15,1191,4648,259,3985,2328,2965,1551,977,435,275,577,5110,False
2020-11-18,461874,1449,16451,4840,22740,20.31108179419525,15,5624,4846,245,3908,2406,2753,1508,905,422,248,482,5017,False
2020-11-19,396794,1367,14433,4421,20221,19.62286731615647,14,3657,4360,185,3382,2283,2435,1328,817,344,206,373,4508,False
2020-11-20,356019,1235,12991,3802,18028,19.74811404481917,14,3912,3656,159,2985,2125,2129,1154,650,301,196,401,4272,False
2020-11-21,1033234,2328,25475,7000,34803,29.688072867281555,19,3840,5455,1085,5746,2439,5068,3136,2552,1326,917,2117,4962,True
2020-11-22,1087410,1922,26545,6324,34791,31.255497111321894,21,2908,5256,1219,5554,2094,5273,3558,2700,1373,974,2414,4376,True
2020-11-23,442973,1399,15483,4558,21440,20.66105410447761,15,2114,4499,253,3668,2262,2656,1504,830,361,246,508,4653,False
2020-11-24,441888,1478,15865,5020,22363,19.759781782408442,15,745,4605,249,3853,2385,2829,1517,918,420,292,548,4747,False
2020-11-25,441436,1592,15334,4934,21860,20.19377859103385,14,7986,4610,201,3644,2384,2671,1479,820,363,214,422,5052,False
2020-11-26,529915,1639,16730,5074,23443,22.604402166958153,15,7372,4797,287,3973,2508,2897,1569,912,444,285,636,5135,False
2020-11-27,535940,1635,16670,5060,23365,22.93772736999786,15,5352,4583,367,4060,2370,2873,1622,1009,465,317,688,5011,False
2020-11-28,1097627,2276,24579,7021,33876,32.40131656630063,20,3529,5332,1267,5296,2330,4998,3119,2450,1360,825,2292,4607,True
2020-11-29,807120,1726,20020,4971,26717,30.209978665269304,19,2862,4347,786,4266,1846,3631,2343,1929,1023,683,1881,3982,True
2020-11-30,362983,1398,13327,4273,18998,19.106379618907255,14,1535,4041,173,3311,2122,2242,1161,627,331,181,386,4423,False
2020-12-01,413576,1465,15352,5020,21837,18.939231579429407,14,637,4663,208,3753,2307,2630,1479,880,397,186,507,4827,False
2020-12-02,439089,1690,16991,5673,24354,18.029440748952943,13,8760,5482,154,4058,2880,2808,1324,760,245,125,288,6230,False
2020-12-03,256113,1122,9935,3394,14451,17.722856549719744,12,6521,3322,67,2176,2041,1417,741,407,130,55,144,3951,False
2020-12-04,430908,1675,15746,4966,22387,19.248135078393712,13,5028,4971,205,3544,2859,2408,1246,798,303,160,338,5555,False
2020-12-05,777912,2006,22570,6438,31014,25.082607854517313,17,4152,5859,553,4877,2793,3974,2475,2049,939,613,1185,5697,True
2020-12-06,485378,1255,15042,4026,20323,23.883186537420656,16,2951,3913,314,3290,1954,2530,1541,1222,532,314,743,3970,True
2020-12-07,317643,1423,13745,4405,19573,16.228631277780615,13,1549,4488,67,3224,2528,2090,1041,577,237,113,197,5011,False
2020-12-08,348598,1527,14822,5042,21391,16.296479827965033,13,871,4885,103,3511,2664,2272,1174,660,272,123,239,5488,False
2020-12-09,415091,1633,15774,5351,22758,18.239344406362598,13,8828,5148,121,3831,2807,2446,1290,721,291,120,214,5769,False
2020-12-10,411864,1668,16048,5542,23258,17.708487402184193,13,6572,5301,124,3774,2885,2475,1261,735,266,137,231,6069,False
2020-12-11,524258,1832,17417,5431,24680,21.242220421393842,14,6570,5232,237,4012,2871,2905,1555,962,372,198,436,5900,False
2020-12-12,741094,2003,21015,5828,28846,25.691395687443666,16,4218,5402,466,4676,2761,3480,2180,1912,866,568,1173,5362,True
2020-12-13,297899,874,9730,2440,13044,22.838009812940815,14,3520,2598,144,2070,1557,1463,906,585,267,156,353,2945,True
2020-12-14,284478,1144,11229,3423,15796,18.009496074955685,13,1814,3502,81,2583,2088,1654,870,489,166,92,184,4087,False
2020-12-15,451508,1881,18219,5648,25748,17.535653254621717,14,676,5437,154,4254,2975,3052,1760,1037,406,212,367,6094,False
2020-12-16,335736,1205,12406,3764,17375,19.32293525179856,13,7855,3892,128,2855,2152,1775,971,532,214,141,275,4440,False
2020-12-17,485107,1451,16524,4724,22699,21.37129388959866,14,7453,4809,273,3874,2470,2680,1426,885,387,232,495,5168,False
2020-12-18,405846,1277,13207,3839,18323,22.14953883097746,14,5476,3828,241,2934,2305,1955,1032,688,335,176,488,4341,False
2020-12-19,392567,1190,12117,3115,16422,23.904944586530263,15,4156,3167,253,2612,1755,1933,1217,801,412,295,595,3382,True
2020-12-20,487364,1035,13082,3048,17165,28.392892513836294,18,1946,3019,431,2838,1289,2335,1534,1048,532,434,1015,2690,True
2020-12-21,226722,807,8083,2169,11059,20.501130301112216,14,2352,2249,113,1799,1300,1256,727,451,237,139,323,2465,False
2020-12-22,299704,955,10766,2838,14559,20.58547977196236,15,981,2879,169,2403,1568,1752,964,645,331,224,521,3103,False
2020-12-23,307608,924,9594,2523,13041,23.587761674718198,14,8914,2607,187,2039,1484,1539,834,520,276,134,401,3020,False
2020-12-24,407668,982,11573,2898,15453,26.381155762635085,16,5596,2869,282,2311,1703,1940,1155,805,415,271,696,3006,False
2020-12-25,632098,1066,13161,3224,17451,36.22130536931981,21,5435,2630,571,3039,806,2692,1804,1392,754,532,1404,1827,False
2020-12-26,406807,679,9597,2110,12386,32.84409817535928,20,3160,1896,439,1994,818,1747,1212,808,464,401,915,1692,True
2020-12-27,540043,1058,13330,3078,17466,30.91967250658422,20,3075,2588,485,2877,1116,2651,1695,1267,724,497,1300,2266,True
2020-12-28,333438,739,9535,2169,12443,26.797235393393876,18,1695,2041,261,2112,1068,1618,981,781,419,279,795,2088,False
2020-12-29,368659,882,10949,2547,14378,25.64049241897343,17,1264,2472,350,2268,1344,1812,1230,930,379,253,838,2502,False
2020-12-30,489038,978,12723,3181,16882,28.968013268570076,18,9540,2823,372,2601,1555,2230,1528,1052,562,381,983,2795,False
2020-12-31,428571,1016,10963,2853,14832,28.89502427184466,16,5858,2599,353,2201,1610,1766,1135,853,415,315,750,2835,False
2021-01-01,331553,660,8270,1899,10829,30.61713916335765,19,5774,1788,272,1788,776,1627,1047,680,414,241,683,1513,False
2021-01-02,523468,992,13255,3069,17316,30.23030723030723,19,4408,2842,438,2830,1316,2383,1641,1270,676,455,1133,2332,True
2021-01-03,384742,636,10474,2338,13448,28.60960737656157,19,2831,2206,306,2149,1040,1862,1136,933,542,351,822,2101,True
2021-01-04,192517,719,7432,2120,10271,18.74374452341544,14,1500,2160,84,1676,1296,1105,661,401,157,92,196,2443,False
2021-01-05,158280,624,6895,1905,9424,16.79541595925297,14,513,2036,42,1535,1210,1096,600,348,128,59,133,2237,False
2021-01-06,263004,745,9121,2371,12237,21.492522677126747,15,8095,2462,115,2018,1364,1520,869,570,293,158,311,2557,False
2021-01-07,262778,780,9159,2509,12448,21.110057840616967,14,7003,2610,109,2024,1432,1558,841,491,272,140,287,2684,False
2021-01-08,251587,681,8272,2311,11264,22.335493607954547,14,5834,2272,91,1865,1398,1337,729,431,201,105,228,2607,False
2021-01-09,568199,950,14810,3703,19463,29.19380362739557,19,4322,3098,503,3024,1383,2765,1835,1504,795,488,1239,2829,True
2021-01-10,384375,716,10480,2447,13643,28.17378875613868,18,3236,2242,292,2189,1125,1920,1187,903,500,310,828,2147,True
2021-01-11,226624,722,8413,2415,11550,19.62112554112554,14,1728,2427,99,1990,1350,1352,748,432,203,128,241,2580,False
2021-01-12,208979,707,8507,2393,11607,18.004566210045663,14,460,2376,67,2003,1427,1358,730,467,194,131,258,2596,False
2021-01-13,160377,531,6232,1749,8512,18.841282894736842,14,4307,1743,49,1413,1080,971,582,318,115,74,122,2045,False
2021-01-14,114140,436,4875,1361,6672,17.107314148681056,13,1645,1418,28,1122,880,740,399,208,84,45,90,1658,False
2021-01-15,313874,818,10264,2771,13853,22.657474915180828,15,5966,2782,137,2362,1542,1745,1014,622,260,156,349,2884,False
2021-01-16,318719,693,9277,2204,12174,26.18030228355512,17,4366,2272,198,2024,1043,1636,977,716,346,288,570,2104,True
2021-01-17,749435,1204,18801,4575,24580,30.489625711960944,21,2674,3687,741,4003,1422,3768,2568,1917,1012,680,1707,3075,True
2021-01-18,267214,806,9324,2713,12843,20.806197928832827,14,1501,2699,159,2091,1427,1577,879,492,240,146,303,2830,False
2021-01-19,237849,756,9301,2512,12569,18.923462487071365,14,1290,2667,110,2087,1442,1583,828,525,225,108,243,2751,False
2021-01-20,164202,607,6563,1946,9116,18.01250548486178,14,2797,1931,41,1514,1181,1050,570,341,113,65,155,2155,False
2021-01-21,331261,897,11009,3048,14954,22.15199946502608,15,5522,2994,178,2479,1583,1963,1091,703,264,159,395,3145,False
2021-01-22,387181,937,12438,3290,16665,23.233183318331832,16,5306,3194,240,2751,1614,2126,1316,817,373,238,590,3406,False
2021-01-23,730526,1271,18070,4796,24137,30.265815967187304,20,4331,3812,604,3973,1550,3561,2347,1813,999,606,1495,3377,True
2021-01-24,156420,370,4951,1239,6560,23.84451219512195,15,3285,1250,84,1078,709,833,481,321,149,103,215,1337,True
2021-01-25,269122,796,9577,2750,13123,20.50765830983769,15,1934,2655,133,2285,1387,1561,951,571,251,155,360,2814,False
2021-01-26,187923,680,7825,2257,10762,17.46171715294555,14,842,2265,68,1818,1365,1191,684,386,143,107,173,2562,False
2021-01-27,279835,719,9082,2585,12386,22.592846762473762,14,8972,2647,100,2075,1309,1554,807,486,226,145,243,2794,False
2021-01-28,310752,810,10045,2772,13627,22.804138842004843,15,4949,2796,150,2358,1423,1703,879,582,239,162,354,2981,False
2021-01-29,333823,992,10669,2993,14654,22.780333014876483,15,4169,2907,212,2402,1528,1905,1076,625,288,204,414,3093,False
2021-01-30,176837,514,5803,1506,7823,22.604755208999105,15,3134,1491,93,1213,884,851,519,399,225,120,291,1737,True
2021-01-31,470693,794,12719,2992,16505,28.518206604059376,19,3445,2780,336,2807,1194,2310,1535,1174,588,380,928,2473,True
2021-02-01,247535,765,9096,2552,12413,19.94159349069524,14,2223,2664,114,2132,1373,1512,858,490,194,105,230,2741,False
2021-02-02,271187,892,10423,2935,14250,19.030666666666665,15,1198,2934,111,2515,1497,1712,1083,549,263,175,339,3072,False
2021-02-03,278672,803,9267,2814,12884,21.629307668425955,14,6803,2626,111,2193,1481,1550,881,495,211,117,305,2914,False
2021-02-04,212435,671,8049,2336,11056,19.21445369030391,14,6677,2343,77,1874,1312,1242,699,412,171,120,178,2628,False
2021-02-05,483698,1224,14290,3758,19272,25.098484848484848,16,5226,3707,303,3283,1809,2477,1533,982,450,327,735,3666,False
2021-02-06,509337,903,14357,3575,18835,27.0420493761614,18,4424,3156,391,3075,1453,2682,1735,1301,612,442,944,3044,True
2021-02-07,137829,332,4811,1052,6195,22.248426150121066,14,2620,1217,69,1014,774,648,402,248,121,75,184,1443,True
2021-02-08,106558,455,4808,1368,6631,16.069672749208266,13,1812,1455,26,1075,878,712,380,212,72,44,54,1723,False
2021-02-09,114564,470,5132,1554,7156,16.009502515371715,13,642,1541,31,1188,973,726,422,224,88,34,75,1854,False
